,Index,Title,Link,DatePublished,negative,neutral,positive,compound,sentiment
1146,1146,Ethiopian Airlines furloughs crew as virus crisis continues,https://www.capitalethiopia.com/2020/04/13/ethiopian-airlines-furloughs-crew-as-virus-crisis-continues/,04-13-2020,0.124,0.811,0.066,-0.886,negative
1147,1147,The biggest open market,https://www.capitalethiopia.com/2020/04/13/the-biggest-open-market/,04-13-2020,0.0,0.836,0.164,0.5994,positive
1148,1148,COVID-19 drives Sub-Saharan Africa toward first recession in 25 years,https://www.capitalethiopia.com/2020/04/13/covid-19-drives-sub-saharan-africa-toward-first-recession-in-25-years/,04-13-2020,0.114,0.706,0.18,0.9901,positive
1149,1149,Ethiopia ban corpse of those who died of COVID-19,https://www.capitalethiopia.com/2020/04/13/ethiopia-ban-corpse-of-those-who-died-of-covid-19/,04-13-2020,0.184,0.789,0.027,-0.995,negative
1150,1150,25 million jobs at risk with airline shutdown,https://www.capitalethiopia.com/2020/04/13/25-million-jobs-at-risk-with-airline-shutdown/,04-13-2020,0.093,0.787,0.12,0.7506,positive
1151,1151,Ethiopia in full force to complete GERD,https://www.capitalethiopia.com/2020/04/09/ethiopia-in-full-force-to-complete-gerd/,04-09-2020,0.072,0.792,0.136,0.9201,positive
1152,1152,Zemen relieves loan interest for flower exporters,https://www.capitalethiopia.com/2020/04/09/zemen-relieves-loan-interest-for-flower-exporters/,04-09-2020,0.082,0.747,0.171,0.9809,positive
1153,1153,Industries Hit Hardest by the Coronavirus Pandemic,https://www.capitalethiopia.com/2020/04/06/industries-hit-hardest-by-the-coronavirus-pandemic/,04-06-2020,0.147,0.764,0.089,-0.9382,negative
1154,1154,"Retired health professionals, medical students called to help the nation",https://www.capitalethiopia.com/2020/04/05/retired-health-professionals-medical-students-called-to-help-the-nation/,04-05-2020,0.198,0.768,0.034,-0.9774,negative
1155,1155,African economy will lose up to $200 billion in the next...,https://www.capitalethiopia.com/2020/04/05/african-economy-will-lose-up-to-200-billion-in-the-next-nine-months/,04-05-2020,0.081,0.763,0.156,0.9885,positive
1156,1156,Ethiopia signs its first power purchase agreement,https://www.capitalethiopia.com/2020/04/05/ethiopia-signs-its-first-power-purchase-agreement/,04-05-2020,0.005,0.839,0.156,0.9914,positive
1157,1157,Dashen donates 10 million birr for the fight against corona,https://www.capitalethiopia.com/2020/04/05/dashen-donates-10-million-birr-for-the-fight-against-corona/,04-05-2020,0.077,0.855,0.068,-0.5106,negative
1158,1158,Coronavirus making it impossible to battle devastating locust swarms in East...,https://www.capitalethiopia.com/2020/04/05/coronavirus-making-it-impossible-to-battle-devastating-locust-swarms-in-east-africa/,04-05-2020,0.137,0.748,0.115,-0.9569,negative
1159,1159,Coalition launched to accelerate research on the prevention and treatment of...,https://www.capitalethiopia.com/2020/04/05/coalition-launched-to-accelerate-research-on-the-prevention-and-treatment-of-covid-19-in-low-and-middle-income-countries/,04-05-2020,0.064,0.752,0.184,0.9814,positive
1160,1160,Association battling price increment,https://www.capitalethiopia.com/2020/04/05/association-battling-price-increment/,04-05-2020,0.063,0.86,0.077,-0.0,neutral
1161,1161,"Vulnerable countries face 3 times the risk of COVID-19 exposure, yet...",https://www.capitalethiopia.com/2020/04/05/vulnerable-countries-face-3-times-the-risk-of-covid-19-exposure-yet-have-6-times-lower-access-to-healthcare-services/,04-05-2020,0.176,0.686,0.138,-0.9478,negative
1162,1162,Korean companies donated medical masks,https://www.capitalethiopia.com/2020/04/05/korean-companies-donated-medical-masks/,04-05-2020,0.14,0.765,0.095,-0.8176,negative
1163,1163,IMF enhances its catastrophe containment and relief trust to fight against...,https://www.capitalethiopia.com/2020/03/29/imf-enhances-its-catastrophe-containment-and-relief-trust-to-fight-against-covid-19/,03-29-2020,0.206,0.52,0.274,0.9517,positive
1164,1164,Berhan Bank announced new schemes to help businesses affected by coronavirus,https://www.capitalethiopia.com/2020/03/29/berhan-bank-announced-new-schemes-to-help-businesses-affected-by-coronavirus/,03-29-2020,0.069,0.827,0.104,0.7096,positive
1165,1165,Tripartite agreement signed to fight COVID 19,https://www.capitalethiopia.com/2020/03/29/tripartite-agreement-signed-to-fight-covid-19/,03-29-2020,0.141,0.657,0.202,0.9552,positive
1166,1166,"300,000 government employees working from home",https://www.capitalethiopia.com/2020/03/29/300000-government-employees-working-from-home/,03-29-2020,0.02,0.938,0.043,0.7003,positive
1167,1167,Gov’t outlines new coronavirus support measures for businesses,https://www.capitalethiopia.com/2020/03/29/govt-outlines-new-coronavirus-support-measures-for-businesses/,03-29-2020,0.045,0.874,0.081,0.8126,positive
1168,1168,"More than 200,000 Ethiopians crosses the countr’s border in search of...",https://www.capitalethiopia.com/2020/03/29/more-than-200000-ethiopians-crosses-the-countrs-border-in-search-of-better-opportunities-annually/,03-29-2020,0.062,0.87,0.067,-0.1263,negative
1169,1169,Ethiopia announced that it found traditional medicine for covid 19,https://www.capitalethiopia.com/2020/03/27/ethiopia-announced-that-it-found-traditional-medicine-for-covid-19/,03-27-2020,0.0,0.852,0.148,0.7906,positive
1170,1170,Statement from Prime Minister’s Office,https://www.capitalethiopia.com/2020/03/27/statement-from-prime-ministers-office/,03-27-2020,0.03,0.84,0.131,0.9801,positive
1171,1171,COVID-19 has exposed the fragility of our economies,https://www.capitalethiopia.com/2020/03/26/covid-19-has-exposed-the-fragility-of-our-economies/,03-26-2020,0.163,0.694,0.143,-0.88,negative
1172,1172,Half of world’s student population not attending school due to corona...,https://www.capitalethiopia.com/2020/03/23/half-of-worlds-student-population-not-attending-school-due-to-corona-virus/,03-23-2020,0.037,0.842,0.121,0.9595,positive
1173,1173,"Dashen Bank stands with businesses, customers in these difficult times",https://www.capitalethiopia.com/2020/03/23/dashen-bank-stands-with-businesses-customers-in-these-difficult-times/,03-23-2020,0.042,0.891,0.067,0.4939,positive
1174,1174,Catherine Hamlin: Grief in Ethiopia as trailblazing Australian doctor dies,https://www.capitalethiopia.com/2020/03/23/catherine-hamlin-grief-in-ethiopia-as-trailblazing-australian-doctor-dies/,03-23-2020,0.112,0.774,0.115,0.2519,positive
1175,1175,High level delegation visits Djibouti to see the progress on fertilizer...,https://www.capitalethiopia.com/2020/03/23/high-level-delegation-visits-djibouti-to-see-the-progress-on-fertilizer-and-wheat-import/,03-23-2020,0.011,0.881,0.108,0.997,positive
1176,1176,CBE donates 10 million birr,https://www.capitalethiopia.com/2020/03/23/cbe-donates-10-million-birr/,03-23-2020,0.157,0.843,0.0,-0.3818,negative
1177,1177,Ethiopian Airlines asked employees to take their annual leave,https://www.capitalethiopia.com/2020/03/16/ethiopian-airlines-asked-employees-to-take-their-annual-leave/,03-16-2020,0.148,0.788,0.063,-0.9873,negative
1178,1178,Report: It will take 140 years for Africa to achieve gender...,https://www.capitalethiopia.com/2020/03/16/report-it-will-take-140-years-for-africa-to-achieve-gender-parity-at-the-current-rate-of-progress/,03-16-2020,0.02,0.819,0.16,0.9902,positive
1179,1179,Ethiopia ranked 114 out of 128 countries on rule of law,https://www.capitalethiopia.com/2020/03/16/ethiopia-ranked-114-out-of-128-countries-on-rule-of-law/,03-16-2020,0.064,0.79,0.146,0.985,positive
1180,1180,Ethiopian 737 MAX crash interim report questions Boeing training,https://www.capitalethiopia.com/2020/03/16/ethiopian-737-max-crash-interim-report-questions-boeing-training/,03-16-2020,0.177,0.755,0.067,-0.9929,negative
1181,1181,Insurance technology provider eyes the Ethiopian market,https://www.capitalethiopia.com/2020/03/16/insurance-technology-provider-eyes-the-ethiopian-market/,03-16-2020,0.022,0.811,0.167,0.9866,positive
1182,1182,Ethiopian air transport market set to grow 226% by 2037,https://www.capitalethiopia.com/2020/03/09/ethiopian-air-transport-market-set-to-grow-226-by-2037/,03-09-2020,0.011,0.764,0.225,0.9975,positive
1183,1183,ESLSE to buy two vessels,https://www.capitalethiopia.com/2020/03/09/eslse-to-buy-two-vessels/,03-09-2020,0.024,0.895,0.08,0.9062,positive
1184,1184,The effects of the covid-19,https://www.capitalethiopia.com/2020/03/09/the-effects-of-the-covid-19/,03-09-2020,0.081,0.85,0.069,-0.91,negative
1185,1185,Ethiopia ranked 12th in Travelers cool list 2020,https://www.capitalethiopia.com/2020/03/09/ethiopia-ranked-12th-in-travelers-cool-list-2020/,03-09-2020,0.038,0.864,0.098,0.9153,positive
1186,1186,US Embassy launches media training initiatives,https://www.capitalethiopia.com/2020/03/09/us-embassy-launches-media-training-initiatives/,03-09-2020,0.0,0.839,0.161,0.9873,positive
1187,1187,Ethiopia thrashes US statement on Nile,https://www.capitalethiopia.com/2020/03/09/ethiopia-thrashes-us-statement-on-nile/,03-09-2020,0.059,0.82,0.121,0.9413,positive
1188,1188,Aviation Africa 2020 aims high despite coronavirus outbreak,https://www.capitalethiopia.com/2020/03/09/aviation-africa-2020-aims-high-despite-coronavirus-outbreak/,03-09-2020,0.087,0.772,0.141,0.936,positive
1189,1189,DBE investigating employees involved in NPL’s,https://www.capitalethiopia.com/2020/03/03/dbe-investigating-employees-involved-in-npls/,03-03-2020,0.089,0.81,0.101,0.0164,neutral
1190,1190,ESLSE to expand Modjo dry port,https://www.capitalethiopia.com/2020/03/03/eslse-to-expand-modjo-dry-port/,03-03-2020,0.022,0.918,0.06,0.7717,positive
1191,1191,Ethio-Horticulture International conference cancelled last minute,https://www.capitalethiopia.com/2020/03/03/ethio-horticulture-international-conference-cancelled-last-minute/,03-03-2020,0.036,0.869,0.095,0.9403,positive
1192,1192,BASF introduces new automotive refinish paint,https://www.capitalethiopia.com/2020/03/03/basf-introduces-new-automotive-refinish-paint/,03-03-2020,0.012,0.77,0.218,0.9964,positive
1193,1193,“A friend in need is a friend indeed”,https://www.capitalethiopia.com/2020/03/03/a-friend-in-need-is-a-friend-indeed/,03-03-2020,0.038,0.746,0.216,0.9964,positive
1194,1194,Ethiopians protest against US involvement in GERD,https://www.capitalethiopia.com/2020/03/03/ethiopians-protest-against-us-involvement-in-gerd/,03-03-2020,0.134,0.737,0.129,-0.1531,negative
1195,1195,US to provide $30.4 million to support democratic elections,https://www.capitalethiopia.com/2020/03/03/us-to-provide-30-4-million-to-support-democratic-elections/,03-03-2020,0.0,0.692,0.308,0.9951,positive
1196,1196,EU shows strong interest to back Africa’s green energy deal,https://www.capitalethiopia.com/2020/03/03/eu-shows-strong-interest-to-back-africas-green-energy-deal/,03-03-2020,0.006,0.708,0.286,0.9957,positive
1197,1197,The state giant telecom monopoly announces massive reduction in broadband internet...,https://www.capitalethiopia.com/2020/03/03/the-state-giant-telecom-monopoly-announces-massive-reduction-in-broadband-internet-tariff/,03-03-2020,0.019,0.847,0.133,0.9638,positive
1198,1198,Labor productivity in Ethiopia grows 4.9% annually,https://www.capitalethiopia.com/2020/02/24/labor-productivity-in-ethiopia-grows-4-9-annually/,02-24-2020,0.053,0.83,0.118,0.9748,positive
1199,1199,The 24th edition of ACITF,https://www.capitalethiopia.com/2020/02/24/the-24th-edition-of-acitf/,02-24-2020,0.0,0.841,0.159,0.9628,positive
1200,1200,"‘Afro-optimism’ on the rise among continent’s youth, finds survey",https://www.capitalethiopia.com/2020/02/24/afro-optimism-on-the-rise-among-continents-youth-finds-survey/,02-24-2020,0.048,0.752,0.201,0.9963,positive
1201,1201,South Sudan forms a new national unity government,https://www.capitalethiopia.com/2020/02/24/south-sudan-forms-a-new-national-unity-government/,02-24-2020,0.106,0.752,0.141,0.7184,positive
1202,1202,Total introduce new lubricant packaging,https://www.capitalethiopia.com/2020/02/24/total-introduce-new-lubricant-packaging/,02-24-2020,0.0,0.743,0.257,0.9933,positive
1203,1203,Soybean trading increases significantly,https://www.capitalethiopia.com/2020/02/24/soybean-trading-increases-significantly/,02-24-2020,0.007,0.84,0.153,0.9774,positive
1204,1204,Total Ethiopia to road safety and zero accident,https://www.capitalethiopia.com/2020/02/17/total-ethiopia-to-road-safety-and-zero-accident/,02-17-2020,0.112,0.703,0.185,0.9705,positive
1205,1205,Revenue ministry announced implementation of excise tax right after parliament approval,https://www.capitalethiopia.com/2020/02/17/revenue-ministry-announced-implementation-of-excise-tax-right-after-parliament-approval/,02-17-2020,0.03,0.92,0.05,0.6908,positive
1206,1206,President of the European council visits Ramsay shoe factory,https://www.capitalethiopia.com/2020/02/17/president-of-the-european-council-visits-ramsay-shoe-factory/,02-17-2020,0.022,0.85,0.128,0.9855,positive
1207,1207,IATA expects cargo transportation to be doubled,https://www.capitalethiopia.com/2020/02/17/iata-expects-cargo-transportation-to-be-doubled/,02-17-2020,0.063,0.8,0.136,0.9661,positive
1208,1208,Abay announces success of its promotion,https://www.capitalethiopia.com/2020/02/17/abay-announces-success-of-its-promotion/,02-17-2020,0.0,0.838,0.162,0.9819,positive
1209,1209,Gates Foundation release 12th annual letter,https://www.capitalethiopia.com/2020/02/17/gates-foundation-release-12th-annual-letter/,02-17-2020,0.05,0.754,0.195,0.9962,positive
1210,1210,AU wraps up summit with developments on Libya and South Sudan,https://www.capitalethiopia.com/2020/02/17/au-wraps-up-summit-with-developments-on-libya-and-south-sudan/,02-17-2020,0.09,0.766,0.144,0.9612,positive
1211,1211,Coca-Cola announce launch of Schweppes Novida Pineapple,https://www.capitalethiopia.com/2020/02/10/coca-cola-announce-launch-of-schweppes-novida-pineapple/,02-10-2020,0.0,0.795,0.205,0.9859,positive
1212,1212,French-Ethiopian school Guebre Mariam Taking a fresh start,https://www.capitalethiopia.com/2020/02/10/french-ethiopian-school-guebre-mariam-taking-a-fresh-start/,02-10-2020,0.029,0.74,0.232,0.9978,positive
1213,1213,Lycée-Guebre Mariam concludes celebrations for 70th anniversary with new gymnasium,https://www.capitalethiopia.com/2020/02/10/lycee-guebre-mariam-concludes-celebrations-for-70th-anniversary-with-new-gymnasium/,02-10-2020,0.0,0.787,0.213,0.9962,positive
1214,1214,Ethiopian Diaspora Trust Fund backs five development projects,https://www.capitalethiopia.com/2020/02/10/ethiopian-diaspora-trust-fund-backs-five-development-projects/,02-10-2020,0.031,0.783,0.186,0.9892,positive
1215,1215,New delivery app starts operation,https://www.capitalethiopia.com/2020/02/10/new-delivery-app-starts-operation/,02-10-2020,0.0,0.863,0.137,0.9905,positive
1216,1216,Ethio-Telecom launches LTE Advanced Mobile Service,https://www.capitalethiopia.com/2020/02/10/ethio-telecom-launches-lte-advanced-mobile-service/,02-10-2020,0.0,0.867,0.133,0.9682,positive
1217,1217,Ethiopia’s health and education sectors deemed prosperous,https://www.capitalethiopia.com/2020/02/10/ethiopias-health-and-education-sectors-deemed-prosperous/,02-10-2020,0.034,0.75,0.216,0.9984,positive
1218,1218,"Sanad, Ethiopian join forces to create MRO center of excellence in...",https://www.capitalethiopia.com/2020/02/10/sanad-ethiopian-join-forces-to-create-mro-center-of-excellence-in-africa/,02-10-2020,0.005,0.763,0.232,0.9978,positive
1219,1219,Djiboutian business delegation keen on investment opportunities,https://www.capitalethiopia.com/2020/02/03/djiboutian-business-delegation-keen-on-investment-opportunities/,02-03-2020,0.027,0.852,0.12,0.9774,positive
1220,1220,Ethiopian Human Rights Commission embarks on a reform,https://www.capitalethiopia.com/2020/02/03/ethiopian-human-rights-commission-embarks-on-a-reform/,02-03-2020,0.015,0.848,0.137,0.9923,positive
1221,1221,Mauritian travel agency to invest in 20 Ethiopian startups,https://www.capitalethiopia.com/2020/02/03/mauritian-travel-agency-to-invest-in-20-ethiopian-startups/,02-03-2020,0.01,0.818,0.172,0.9867,positive
1222,1222,"Coronavirus: WHO lists Ethiopia, 12 others as top-risk African nations",https://www.capitalethiopia.com/2020/02/03/coronavirus-who-lists-ethiopia-12-others-as-top-risk-african-nations/,02-03-2020,0.108,0.824,0.068,-0.988,negative
1223,1223,Qatari bank looks into business opportunities in Ethiopia,https://www.capitalethiopia.com/2020/02/03/qatari-bank-looks-into-business-opportunities-in-ethiopia/,02-03-2020,0.0,0.827,0.173,0.9939,positive
1224,1224,75 years after Auschwitz – UN honors memory of the victims...,https://www.capitalethiopia.com/2020/02/03/75-years-after-auschwitz-un-honors-memory-of-the-victims-of-the-holocaust/,02-03-2020,0.156,0.741,0.103,-0.9824,negative
1225,1225,What Africa Needs to Know from WEF Davos,https://www.capitalethiopia.com/2020/01/27/what-africa-needs-to-know-from-wef-davos/,01-27-2020,0.033,0.795,0.172,0.999,positive
1226,1226,Going full electric,https://www.capitalethiopia.com/2020/01/27/going-full-electric/,01-27-2020,0.026,0.885,0.09,0.9761,positive
1227,1227,Association aims to boost innovation,https://www.capitalethiopia.com/2020/01/27/association-aims-to-boost-innovation/,01-27-2020,0.013,0.729,0.258,0.9973,positive
1228,1228,Embassy of India celebrates new location and 70th Republic Day,https://www.capitalethiopia.com/2020/01/27/embassy-of-india-celebrates-new-location-and-70th-republic-day/,01-27-2020,0.02,0.776,0.205,0.9913,positive
1229,1229,Screening for coronavirus begins at Bole International Airport,https://www.capitalethiopia.com/2020/01/27/screening-for-coronavirus-begins-at-bole-international-airport/,01-27-2020,0.114,0.799,0.087,-0.9633,negative
1230,1230,Oxfam’s inequality report calls for abolishment of biased economic system,https://www.capitalethiopia.com/2020/01/27/oxfams-inequality-report-calls-for-abolishment-of-biased-economic-system/,01-27-2020,0.087,0.7,0.212,0.9953,positive
1231,1231,Service to start direct procurement,https://www.capitalethiopia.com/2020/01/27/service-to-start-direct-procurement/,01-27-2020,0.039,0.874,0.087,0.9022,positive
1232,1232,Corruption levels remain high,https://www.capitalethiopia.com/2020/01/27/corruption-levels-remain-high/,01-27-2020,0.074,0.837,0.089,0.5106,positive
1233,1233,Growing locust infestation poses serious threat to food security,https://www.capitalethiopia.com/2020/01/21/growing-locust-infestation-poses-serious-threat-to-food-security/,01-21-2020,0.185,0.746,0.069,-0.989,negative
1234,1234,Lycée Guebre-Mariam high school students take a peek into the professional...,https://www.capitalethiopia.com/2020/01/21/lycee-guebre-mariam-high-school-students-take-a-peek-into-the-professional-world/,01-21-2020,0.0,0.848,0.152,0.9935,positive
1235,1235,Accounting and Audit Board of Ethiopia (ABBE),https://www.capitalethiopia.com/2020/01/21/accounting-and-audit-board-of-ethiopia-abbe/,01-21-2020,0.0,0.87,0.13,0.891,positive
1236,1236,Administration to assist private buildings under construction in the city,https://www.capitalethiopia.com/2020/01/21/administration-to-assist-private-buildings-under-construction-in-the-city/,01-21-2020,0.171,0.71,0.118,-0.9001,negative
1237,1237,Berhan Insurance registers higher profit,https://www.capitalethiopia.com/2020/01/13/berhan-insurance-registers-higher-profit/,01-13-2020,0.046,0.842,0.112,0.9623,positive
1238,1238,Association vows to fight theft from the sector,https://www.capitalethiopia.com/2020/01/13/association-vows-to-fight-theft-from-the-sector/,01-13-2020,0.069,0.77,0.162,0.9701,positive
1239,1239,Procurement Service to go online,https://www.capitalethiopia.com/2020/01/13/procurement-service-to-go-online/,01-13-2020,0.024,0.831,0.145,0.967,positive
1240,1240,Marathon Motors launches three new locally assembled Hyundai models,https://www.capitalethiopia.com/2020/01/13/marathon-motors-launches-three-new-locally-assembled-hyundai-models/,01-13-2020,0.012,0.93,0.058,0.7184,positive
1241,1241,Ethiopian passport 96th on 2020 global index,https://www.capitalethiopia.com/2020/01/13/ethiopian-passport-96th-on-2020-global-index/,01-13-2020,0.018,0.877,0.105,0.9698,positive
1242,1242,Ethio Telecom loses 100 million birr in six months,https://www.capitalethiopia.com/2020/01/13/ethio-telecom-loses-100-million-birr-in-six-months/,01-13-2020,0.21,0.639,0.15,-0.9719,negative
1243,1243,Action to oust old blue taxis,https://www.capitalethiopia.com/2020/01/13/action-to-oust-old-blue-taxis/,01-13-2020,0.055,0.843,0.102,0.8316,positive
1244,1244,Ethiopia lifts tax on semi-finished leather export,https://www.capitalethiopia.com/2020/01/13/ethiopia-lifts-tax-on-semi-finished-leather-export/,01-13-2020,0.1,0.827,0.074,-0.4215,negative
1245,1245,PPPDS introduce new scheme,https://www.capitalethiopia.com/2020/01/13/pppds-introduce-new-scheme/,01-13-2020,0.072,0.851,0.076,0.0,neutral
1246,1246,Standard Bank looking into Ethiopia’s potential,https://www.capitalethiopia.com/2020/01/06/standard-bank-looking-into-ethiopias-potential/,01-06-2020,0.0,0.834,0.166,0.9873,positive
1247,1247,Wheat saga continues,https://www.capitalethiopia.com/2020/01/06/wheat-saga-continues/,01-06-2020,0.061,0.821,0.118,0.9382,positive
1248,1248,PM Office introducing Council of Economic Advisors,https://www.capitalethiopia.com/2020/01/06/pm-office-introducing-council-of-economic-advisors/,01-06-2020,0.0,0.835,0.165,0.9545,positive
1249,1249,Digital partnership between Ethiopian Airlines and Abay Bank to facilitate ticket...,https://www.capitalethiopia.com/2020/01/06/digital-partnership-between-ethiopian-airlines-and-abay-bank-to-facilitate-ticket-purchasing/,01-06-2020,0.008,0.943,0.049,0.7717,positive
1250,1250,Debub Global Bank doubles profits,https://www.capitalethiopia.com/2020/01/06/debub-global-bank-doubles-profits/,01-06-2020,0.031,0.772,0.197,0.9909,positive
1251,1251,Zemen doubles profit,https://www.capitalethiopia.com/2020/01/06/zemen-doubles-profit/,01-06-2020,0.045,0.82,0.135,0.9799,positive
1252,1252,Telecom prices to increase if excise tax levied,https://www.capitalethiopia.com/2020/01/06/telecom-prices-to-increase-if-excise-tax-levied/,01-06-2020,0.078,0.836,0.086,0.4404,positive
1253,1253,"Dirty hands, happy families",https://www.capitalethiopia.com/2020/01/06/dirty-hands-happy-families/,01-06-2020,0.026,0.744,0.23,0.9953,positive
1254,1254,Stake holders held heated discussion on new excise tax,https://www.capitalethiopia.com/2020/01/06/stake-holders-held-heated-discussion-on-new-excise-tax/,01-06-2020,0.061,0.853,0.086,0.836,positive
1255,1255,IFC invests € 50 million in Habesha for local sourcing,https://www.capitalethiopia.com/2020/01/06/ifc-invests-e-50-million-in-habesha-for-local-sourcing/,01-06-2020,0.015,0.808,0.177,0.9905,positive
1256,1256,Ethio Telecom to provide pocket money for university students in need,https://www.capitalethiopia.com/2020/01/06/ethio-telecom-to-provide-pocket-money-for-university-students-in-need/,01-06-2020,0.015,0.808,0.177,0.9925,positive
1257,1257,Ethiopia’s newest ride hailing app,https://www.capitalethiopia.com/2020/01/06/ethiopias-newest-ride-hailing-app/,01-06-2020,0.031,0.781,0.188,0.9928,positive
1258,1258,Holiday Market stable,https://www.capitalethiopia.com/2020/01/06/holiday-market-stable/,01-06-2020,0.036,0.758,0.207,0.9992,positive
1259,1259,Space is the limit,https://www.capitalethiopia.com/2019/12/30/space-is-the-limit/,12-30-2019,0.025,0.798,0.178,0.9786,positive
1260,1260,Lawyers want time before arbitration rules change,https://www.capitalethiopia.com/2019/12/30/lawyers-want-time-before-arbitration-rules-change/,12-30-2019,0.124,0.628,0.248,0.9858,positive
1261,1261,City Administration,https://www.capitalethiopia.com/2019/12/30/city-administration/,12-30-2019,0.0,0.951,0.049,0.128,positive
1262,1262,Six drug factories to start operation at Kilinto Park,https://www.capitalethiopia.com/2019/12/30/six-drug-factories-to-start-operation-at-kilinto-park/,12-30-2019,0.035,0.906,0.059,0.8271,positive
1263,1263,Dashen stars youth job program in six cities,https://www.capitalethiopia.com/2019/12/30/dashen-stars-youth-job-program-in-six-cities/,12-30-2019,0.021,0.847,0.131,0.9888,positive
1264,1264,Program to help electrify off-grid places,https://www.capitalethiopia.com/2019/12/30/program-to-help-electrify-off-grid-places/,12-30-2019,0.026,0.879,0.095,0.9538,positive
1265,1265,Nyala Insurance registers the highest gross profits,https://www.capitalethiopia.com/2019/12/30/nyala-insurance-registers-the-highest-gross-profits/,12-30-2019,0.02,0.837,0.143,0.9875,positive
1266,1266,ECX starts warehouse receipt finance,https://www.capitalethiopia.com/2019/12/30/ecx-starts-warehouse-receipt-finance/,12-30-2019,0.04,0.773,0.187,0.9837,positive
1267,1267,Cobblestone audit throughout the nation,https://www.capitalethiopia.com/2019/12/23/cobblestone-audit-throughout-the-nation/,12-23-2019,0.025,0.849,0.126,0.9741,positive
1268,1268,Dashen profit hits a billion birr,https://www.capitalethiopia.com/2019/12/23/dashen-profit-hits-a-billion-birr/,12-23-2019,0.013,0.811,0.176,0.9929,positive
1269,1269,Water sees a drop,https://www.capitalethiopia.com/2019/12/23/water-sees-a-drop/,12-23-2019,0.03,0.939,0.031,-0.1779,negative
1270,1270,"Creativity, conscientiousness needed for Ethiopia to prosper by 2050",https://www.capitalethiopia.com/2019/12/23/creativity-conscientiousness-needed-for-ethiopia-to-prosper-by-2050/,12-23-2019,0.072,0.754,0.173,0.9906,positive
1271,1271,Human Freedom Index Ethiopia the second least free country in Africa,https://www.capitalethiopia.com/2019/12/23/human-freedom-index-ethiopia-the-second-least-free-country-in-africa/,12-23-2019,0.042,0.624,0.334,0.9989,positive
1272,1272,Juniper glass factory opens,https://www.capitalethiopia.com/2019/12/23/juniper-glass-factory-opens/,12-23-2019,0.039,0.885,0.076,0.872,positive
1273,1273,Doha Forum 2019 ends with 75th UN anniversary celebration,https://www.capitalethiopia.com/2019/12/23/doha-forum-2019-ends-with-75th-un-anniversary-celebration/,12-23-2019,0.145,0.65,0.205,0.9715,positive
1274,1274,Climate change hinders food security,https://www.capitalethiopia.com/2019/12/23/climate-change-hinders-food-security/,12-23-2019,0.252,0.698,0.05,-0.9948,negative
1275,1275,The council of Ministers,https://www.capitalethiopia.com/2019/12/16/the-council-of-ministers/,12-16-2019,0.0,0.774,0.226,0.9274,positive
1276,1276,Half Drunk,https://www.capitalethiopia.com/2019/12/16/half-drunk/,12-16-2019,0.053,0.85,0.097,0.9591,positive
1277,1277,Finance Ministry to supervise public projects,https://www.capitalethiopia.com/2019/12/16/finance-ministry-to-supervise-public-projects/,12-16-2019,0.055,0.849,0.096,0.7964,positive
1278,1278,Questionable land policy vexes investors,https://www.capitalethiopia.com/2019/12/16/questionable-land-policy-vexes-investors/,12-16-2019,0.074,0.87,0.057,-0.4215,negative
1279,1279,Finance focus shifts to private sector,https://www.capitalethiopia.com/2019/12/16/finance-focus-shifts-to-private-sector/,12-16-2019,0.033,0.828,0.14,0.9957,positive
1280,1280,Tendaho stops making sugar,https://www.capitalethiopia.com/2019/12/16/tendaho-stops-making-sugar/,12-16-2019,0.064,0.872,0.064,0.0258,neutral
1281,1281,Adama sprouts local cooking oil factory,https://www.capitalethiopia.com/2019/12/16/adama-sprouts-local-cooking-oil-factory/,12-16-2019,0.023,0.871,0.106,0.9661,positive
1282,1282,Port takes step to solve problems fast,https://www.capitalethiopia.com/2019/12/16/port-takes-step-to-solve-problems-fast/,12-16-2019,0.055,0.815,0.13,0.9926,positive
1283,1283,Fed agencies to implement ten year plan,https://www.capitalethiopia.com/2019/12/16/fed-agencies-to-implement-ten-year-plan/,12-16-2019,0.025,0.782,0.193,0.9921,positive
1284,1284,Human Development Report says Ethiopia has work to do,https://www.capitalethiopia.com/2019/12/16/human-development-report-says-ethiopia-has-work-to-do/,12-16-2019,0.121,0.795,0.084,-0.9217,negative
1285,1285,Doraleh Port starts dry bulk service,https://www.capitalethiopia.com/2019/12/16/doraleh-port-starts-dry-bulk-service/,12-16-2019,0.0,0.789,0.211,0.986,positive
1286,1286,Oromia Insurance rise continues,https://www.capitalethiopia.com/2019/12/16/oromia-insurance-rise-continues/,12-16-2019,0.065,0.793,0.142,0.9509,positive
1287,1287,"Indian, Ethiopian tech investors team up",https://www.capitalethiopia.com/2019/12/16/indian-ethiopian-tech-investors-team-up/,12-16-2019,0.03,0.706,0.263,0.9963,positive
1288,1288,Cement at lower cost,https://www.capitalethiopia.com/2019/12/09/cement-at-lower-cost/,12-09-2019,0.033,0.79,0.176,0.9903,positive
1289,1289,Ethiopia needs thousands of tele towers,https://www.capitalethiopia.com/2019/12/09/ethiopia-needs-thousands-of-tele-towers/,12-09-2019,0.041,0.813,0.146,0.967,positive
1290,1290,University unrest fosters corruption,https://www.capitalethiopia.com/2019/12/09/university-unrest-fosters-corruption/,12-09-2019,0.135,0.808,0.057,-0.9601,negative
